"","url","inning_side","inning","next_","num","gameday_link","row_names","des","des_es","id","type","tfs","tfs_zulu","x","y","sv_id","start_speed","end_speed","sz_top","sz_bot","pfx_x","pfx_z","px","pz","x0","y0","z0","vx0","vy0","vz0","ax","ay","az","break_y","break_angle","break_length","pitch_type","type_confidence","zone","nasty","spin_dir","spin_rate","cc","mt","on_1b","on_2b","on_3b","count","pitcher","batter","b","s","o","start_tfs","start_tfs_zulu","stand","b_height","p_throws","atbat_des","atbat_des_es","event","score","home_team_runs","away_team_runs","event2","event3","batter_name","pitcher_name","event4","date"
"135","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",69,"gid_2011_04_24_nyamlb_balmlb_1","2358827","Swinging Strike",NA,552,"S","161633","2011-04-24T20:16:33Z",93.56,160.6,"110424_161657",91.1,85.3,3.41,1.54,-7.13,3.68,-0.836,0.732,-2.476,50,5.772,6.792,-133.138,-8.523,-12.975,24.737,-25.402,"23.9","23.7","6.5","FF",0.985,13,48,242.438,1594.853,"","",NA,NA,NA,"1-1",121250,430945,4,2,0,"161532","2011-04-24T20:15:32Z","R","6-3","R","Adam Jones walks.  ",NA,"Walk",NA,NA,NA,NA,NA,"Adam Jones","Mariano Rivera",NA,"2011_04_24"
"136","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",69,"gid_2011_04_24_nyamlb_balmlb_1","2358828","Foul",NA,553,"S","161706","2011-04-24T20:17:06Z",115.88,157.15,"110424_161728",92.1,85.8,3.41,1.54,-5.04,4.91,-1.071,1.245,-2.557,50,5.805,5.719,-134.706,-7.871,-9.36,26.561,-22.997,"23.9","18.8","5.6","FF",0.98,13,67,225.565,1411.76,"","",NA,NA,NA,"1-2",121250,430945,4,2,0,"161532","2011-04-24T20:15:32Z","R","6-3","R","Adam Jones walks.  ",NA,"Walk",NA,NA,NA,NA,NA,"Adam Jones","Mariano Rivera",NA,"2011_04_24"
"137","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",69,"gid_2011_04_24_nyamlb_balmlb_1","2358829","Ball",NA,554,"B","161736","2011-04-24T20:17:36Z",64.38,171.83,"110424_161800",92.5,86.5,3.63,1.63,3.04,6.54,1.631,1.404,-2.213,50,5.812,9.239,-135.059,-8.11,5.691,25.913,-19.864,"23.9","-18.9","4.9","FC",0.905,14,41,155.19,1456.792,"","",NA,NA,NA,"1-2",121250,430945,4,2,0,"161532","2011-04-24T20:15:32Z","R","6-3","R","Adam Jones walks.  ",NA,"Walk",NA,NA,NA,NA,NA,"Adam Jones","Mariano Rivera",NA,"2011_04_24"
"138","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",69,"gid_2011_04_24_nyamlb_balmlb_1","2358830","Ball",NA,555,"B","161758","2011-04-24T20:17:58Z",68.67,132.11,"110424_161820",91.9,85.6,3.53,1.66,4.37,6.29,1.586,3.026,-2.152,50,5.947,8.447,-134.519,-3.95,8.09,26.637,-20.459,"23.9","-24.4","5.1","FC",0.911,12,24,145.373,1535.444,"","",NA,NA,NA,"2-2",121250,430945,4,2,0,"161532","2011-04-24T20:15:32Z","R","6-3","R","Adam Jones walks.  ",NA,"Walk",NA,NA,NA,NA,NA,"Adam Jones","Mariano Rivera",NA,"2011_04_24"
"139","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",69,"gid_2011_04_24_nyamlb_balmlb_1","2358831","Foul",NA,556,"S","161817","2011-04-24T20:18:17Z",83.26,153.69,"110424_161842",92.4,85,3.41,1.54,5.96,7.58,1.191,1.75,-2.21,50,5.717,6.99,-135.12,-7.137,10.945,31.271,-18.184,"23.8","-32.1","5.2","FC",0.898,14,57,141.963,1907.178,"","",NA,NA,NA,"3-2",121250,430945,4,2,0,"161532","2011-04-24T20:15:32Z","R","6-3","R","Adam Jones walks.  ",NA,"Walk",NA,NA,NA,NA,NA,"Adam Jones","Mariano Rivera",NA,"2011_04_24"
"140","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",69,"gid_2011_04_24_nyamlb_balmlb_1","2358832","Foul",NA,557,"S","161844","2011-04-24T20:18:44Z",89.27,155.42,"110424_161910",91.4,85.8,3.41,1.54,1.83,9.77,0.433,2.693,-2.442,50,5.916,7.025,-133.803,-5.958,3.378,23.232,-14.019,"23.9","-16.8","3.4","FC",0.916,6,35,169.462,2002.272,"","",NA,NA,NA,"3-2",121250,430945,4,2,0,"161532","2011-04-24T20:15:32Z","R","6-3","R","Adam Jones walks.  ",NA,"Walk",NA,NA,NA,NA,NA,"Adam Jones","Mariano Rivera",NA,"2011_04_24"
"141","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",69,"gid_2011_04_24_nyamlb_balmlb_1","2358833","Foul",NA,558,"S","161919","2011-04-24T20:19:19Z",85.84,157.15,"110424_161944",93.2,86.3,3.41,1.54,4.06,8.36,0.18,2.059,-2.452,50,5.76,5.677,-136.433,-6.959,7.669,29.258,-16.303,"23.8","-26.4","4.3","FC",0.905,8,30,154.211,1874.368,"","",NA,NA,NA,"3-2",121250,430945,4,2,0,"161532","2011-04-24T20:15:32Z","R","6-3","R","Adam Jones walks.  ",NA,"Walk",NA,NA,NA,NA,NA,"Adam Jones","Mariano Rivera",NA,"2011_04_24"
"142","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",69,"gid_2011_04_24_nyamlb_balmlb_1","2358834","Ball",NA,559,"B","161950","2011-04-24T20:19:50Z",129.61,132.11,"110424_162009",90,83.8,3.49,1.63,4.02,4.86,-1.288,1.901,-2.78,50,5.792,2.531,-131.924,-5.677,7.145,26.045,-23.47,"23.9","-17.2","5.9","FC",0.888,13,55,140.619,1238.387,"","",NA,NA,NA,"3-2",121250,430945,4,2,0,"161532","2011-04-24T20:15:32Z","R","6-3","R","Adam Jones walks.  ",NA,"Walk",NA,NA,NA,NA,NA,"Adam Jones","Mariano Rivera",NA,"2011_04_24"
"159","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",69,"gid_2011_04_30_tormlb_nyamlb_1","2382552","Ball",NA,552,"B","185050","2011-04-30T22:50:50Z",92.7,126.93,"110430_185048",90.5,83.8,3.32,1.53,2.55,7.8,0.256,3.319,-2.089,50,6.055,5.284,-132.599,-3.719,4.561,26.985,-18.15,"23.8","-16.5","4.5","FC",0.915,3,58,161.986,1613.492,"","",NA,NA,NA,"0-0",121250,429665,1,1,2,"185040","2011-04-30T22:50:40Z","R","6-2","R","Edwin Encarnacion flies out to center fielder Curtis Granderson.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Edwin Encarnacion","Mariano Rivera",NA,"2011_04_30"
"160","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",69,"gid_2011_04_30_tormlb_nyamlb_1","2382553","Called Strike",NA,553,"S","185110","2011-04-30T22:51:10Z",87.55,164.06,"110430_185107",90.8,84.1,3.31,1.52,0.45,8.74,0.434,1.772,-2,50,5.881,6.238,-132.811,-7.659,0.803,27.51,-16.441,"23.8","-6.4","4.1","FC",0.901,9,43,177.08,1720.856,"","",NA,NA,NA,"1-0",121250,429665,1,1,2,"185040","2011-04-30T22:50:40Z","R","6-2","R","Edwin Encarnacion flies out to center fielder Curtis Granderson.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Edwin Encarnacion","Mariano Rivera",NA,"2011_04_30"
"161","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",69,"gid_2011_04_30_tormlb_nyamlb_1","2382554","In play, out(s)",NA,554,"X","185126","2011-04-30T22:51:26Z",82.4,131.24,"110430_185123",90.5,84.2,3.33,1.51,0.78,8.95,0.483,3.152,-2.048,50,5.987,6.386,-132.517,-4.409,1.407,25.287,-15.999,"23.9","-8.7","3.8","FC",0.914,3,46,175.03,1777.509,"Mariano Rivera has been getting the ball up so far; he has allowed 0 HR in 11.2 IP this year.","",NA,NA,NA,"1-1",121250,429665,1,1,2,"185040","2011-04-30T22:50:40Z","R","6-2","R","Edwin Encarnacion flies out to center fielder Curtis Granderson.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Edwin Encarnacion","Mariano Rivera",NA,"2011_04_30"
"169","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_27/gid_2011_04_27_chamlb_nyamlb_1/inning/inning_all.xml","top",9,"N",65,"gid_2011_04_27_chamlb_nyamlb_1","2367181","Called Strike",NA,473,"S","211336","2011-04-28T01:13:36Z",104.72,137.29,"110427_211331",91.5,84.7,3.32,1.48,-0.05,9.06,-0.103,2.802,-2.158,50,5.955,5.46,-133.938,-5.426,-0.084,27.418,-15.549,"23.8","-3.4","3.7","FC",0.873,2,43,180.288,1800.801,"","",NA,NA,NA,"0-0",121250,425567,2,2,2,"211334","2011-04-28T01:13:34Z","R","6-5","R","Alex Rios flies out to left fielder Brett Gardner.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Alex Rios","Mariano Rivera",NA,"2011_04_27"
"170","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_27/gid_2011_04_27_chamlb_nyamlb_1/inning/inning_all.xml","top",9,"N",65,"gid_2011_04_27_chamlb_nyamlb_1","2367182","Foul",NA,474,"S","211355","2011-04-28T01:13:55Z",97,128.65,"110427_211350",90.8,83.9,3.27,1.36,3.79,8.7,0.147,3.266,-2.148,50,6.088,4.736,-132.98,-4.279,6.809,27.875,-16.487,"23.8","-24.1","4.3","FC",0.909,2,38,156.538,1865.682,"","",NA,NA,NA,"0-1",121250,425567,2,2,2,"211334","2011-04-28T01:13:34Z","R","6-5","R","Alex Rios flies out to left fielder Brett Gardner.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Alex Rios","Mariano Rivera",NA,"2011_04_27"
"171","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_27/gid_2011_04_27_chamlb_nyamlb_1/inning/inning_all.xml","top",9,"N",65,"gid_2011_04_27_chamlb_nyamlb_1","2367183","Foul",NA,475,"S","211417","2011-04-28T01:14:17Z",74.68,139.02,"110427_211412",91.1,84.3,3.27,1.36,3.39,8.95,0.811,2.704,-2.059,50,5.91,6.407,-133.394,-5.432,6.127,27.926,-15.928,"23.8","-23.5","4.2","FC",0.912,12,51,159.338,1888.382,"","",NA,NA,NA,"0-2",121250,425567,2,2,2,"211334","2011-04-28T01:13:34Z","R","6-5","R","Alex Rios flies out to left fielder Brett Gardner.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Alex Rios","Mariano Rivera",NA,"2011_04_27"
"172","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_27/gid_2011_04_27_chamlb_nyamlb_1/inning/inning_all.xml","top",9,"N",65,"gid_2011_04_27_chamlb_nyamlb_1","2367184","Foul",NA,476,"S","211443","2011-04-28T01:14:43Z",60.94,158.88,"110427_211438",91,84.3,3.27,1.36,2.64,8.99,1.175,1.95,-2.073,50,5.841,7.64,-133.04,-7.207,4.757,27.587,-15.928,"23.8","-19.7","4.2","FC",0.911,14,51,163.681,1845.988,"","",NA,NA,NA,"0-2",121250,425567,2,2,2,"211334","2011-04-28T01:13:34Z","R","6-5","R","Alex Rios flies out to left fielder Brett Gardner.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Alex Rios","Mariano Rivera",NA,"2011_04_27"
"173","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_27/gid_2011_04_27_chamlb_nyamlb_1/inning/inning_all.xml","top",9,"N",65,"gid_2011_04_27_chamlb_nyamlb_1","2367185","Ball",NA,477,"B","211521","2011-04-28T01:15:21Z",151.93,124.34,"110427_211516",90.2,84.1,3.27,1.36,2.01,6.45,-1.591,3.409,-2.534,50,6.001,1.79,-132.323,-2.896,3.612,25.028,-20.529,"23.9","-10.6","4.8","FC",0.902,11,35,162.769,1336.759,"","",NA,NA,NA,"0-2",121250,425567,2,2,2,"211334","2011-04-28T01:13:34Z","R","6-5","R","Alex Rios flies out to left fielder Brett Gardner.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Alex Rios","Mariano Rivera",NA,"2011_04_27"
"174","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_27/gid_2011_04_27_chamlb_nyamlb_1/inning/inning_all.xml","top",9,"N",65,"gid_2011_04_27_chamlb_nyamlb_1","2367186","Ball",NA,478,"B","211540","2011-04-28T01:15:40Z",157.94,170.1,"110427_211535",89.7,84.1,3.27,1.36,2.84,7.22,-1.744,1.553,-2.61,50,5.715,1.297,-131.376,-7.188,5.045,23.186,-19.257,"23.9","-14.4","4.8","FC",0.886,13,29,158.667,1531.358,"","",NA,NA,NA,"1-2",121250,425567,2,2,2,"211334","2011-04-28T01:13:34Z","R","6-5","R","Alex Rios flies out to left fielder Brett Gardner.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Alex Rios","Mariano Rivera",NA,"2011_04_27"
"175","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_27/gid_2011_04_27_chamlb_nyamlb_1/inning/inning_all.xml","top",9,"N",65,"gid_2011_04_27_chamlb_nyamlb_1","2367187","In play, out(s)",NA,479,"X","211603","2011-04-28T01:16:03Z",88.41,128.65,"110427_211557",90.9,84.6,3.27,1.36,3.26,10.22,0.391,3.243,-2.066,50,6.042,5.366,-133.149,-4.824,5.914,25.793,-13.554,"23.9","-25.5","3.6","FC",0.912,3,46,162.381,2128.697,"","",NA,NA,NA,"2-2",121250,425567,2,2,2,"211334","2011-04-28T01:13:34Z","R","6-5","R","Alex Rios flies out to left fielder Brett Gardner.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Alex Rios","Mariano Rivera",NA,"2011_04_27"
"176","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",71,"gid_2011_04_30_tormlb_nyamlb_1","2382563","Ball",NA,571,"B","185538","2011-04-30T22:55:38Z",89.27,123.47,"110430_185535",91.1,84.5,3.5,1.45,4.5,6.97,0.335,3.367,-2.052,50,5.948,4.762,-133.457,-3.13,8.155,27.157,-19.464,"23.8","-24.3","4.9","FC",0.906,3,59,147.316,1641.626,"","",NA,279913,NA,"0-0",121250,453454,2,2,3,"185536","2011-04-30T22:55:36Z","R","5-9","R","Mike McCoy flies out to right fielder Nick Swisher.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Mike McCoy","Mariano Rivera",NA,"2011_04_30"
"177","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",71,"gid_2011_04_30_tormlb_nyamlb_1","2382564","Ball",NA,572,"B","185556","2011-04-30T22:55:56Z",59.23,169.24,"110430_185553",91.2,85.8,3.44,1.69,1.02,6.71,1.321,1.428,-2.047,50,5.782,8.587,-133.303,-7.835,1.868,23.07,-19.766,"23.9","-8.7","4.7","FC",0.902,14,35,171.44,1365.623,"","",NA,279913,NA,"1-0",121250,453454,2,2,3,"185536","2011-04-30T22:55:36Z","R","5-9","R","Mike McCoy flies out to right fielder Nick Swisher.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Mike McCoy","Mariano Rivera",NA,"2011_04_30"
"178","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",71,"gid_2011_04_30_tormlb_nyamlb_1","2382565","Swinging Strike",NA,573,"S","185620","2011-04-30T22:56:20Z",90.99,134.7,"110430_185617",90.6,84.5,3.29,1.69,4.05,6.71,0.302,2.987,-1.973,50,5.907,4.601,-132.701,-3.896,7.31,25.055,-19.987,"23.9","-21.4","5.0","FC",0.902,3,36,149.045,1553.673,"","",NA,279913,NA,"2-0",121250,453454,2,2,3,"185536","2011-04-30T22:55:36Z","R","5-9","R","Mike McCoy flies out to right fielder Nick Swisher.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Mike McCoy","Mariano Rivera",NA,"2011_04_30"
"179","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",71,"gid_2011_04_30_tormlb_nyamlb_1","2382566","Called Strike",NA,574,"S","185643","2011-04-30T22:56:43Z",87.55,169.24,"110430_185640",91.8,85.2,3.41,1.38,2.16,9.06,0.418,1.445,-2.054,50,5.741,5.825,-134.275,-8.511,3.967,27.359,-15.45,"23.8","-16.5","3.9","FC",0.906,9,46,166.657,1857.094,"","",NA,279913,NA,"2-1",121250,453454,2,2,3,"185536","2011-04-30T22:55:36Z","R","5-9","R","Mike McCoy flies out to right fielder Nick Swisher.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Mike McCoy","Mariano Rivera",NA,"2011_04_30"
"180","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",71,"gid_2011_04_30_tormlb_nyamlb_1","2382567","In play, out(s)",NA,575,"X","185710","2011-04-30T22:57:10Z",106.44,144.2,"110430_185707",91.8,85.4,3.29,1.69,2.71,8.02,-0.221,2.572,-2.17,50,5.841,4.258,-134.504,-5.481,5.008,26.403,-17.254,"23.9","-17.6","4.2","FC",0.908,5,25,161.447,1697.533,"","",NA,279913,NA,"2-2",121250,453454,2,2,3,"185536","2011-04-30T22:55:36Z","R","5-9","R","Mike McCoy flies out to right fielder Nick Swisher.  ",NA,"Flyout",NA,NA,NA,NA,NA,"Mike McCoy","Mariano Rivera",NA,"2011_04_30"
"181","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",70,"gid_2011_04_24_nyamlb_balmlb_1","2358835","Called Strike",NA,564,"S","162032","2011-04-24T20:20:32Z",87.55,151.97,"110424_162055",90.5,83.7,3.52,1.59,-2.41,2.33,-0.311,1.904,-2.405,50,5.903,6.297,-132.495,-5.113,-4.283,28.455,-27.959,"23.8","6.0","6.7","FF",0.962,7,56,225.458,657.989,"Mariano Rivera went back to the four-seam fastball even though Mark Reynolds hit for a home run last time up.","",430945,NA,NA,"0-0",121250,448602,2,3,1,"162011","2011-04-24T20:20:11Z","R","6-2","R","Mark Reynolds called out on strikes.  ",NA,"Strikeout",NA,NA,NA,NA,NA,"Mark Reynolds","Mariano Rivera",NA,"2011_04_24"
"182","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",70,"gid_2011_04_24_nyamlb_balmlb_1","2358836","Ball",NA,565,"B","162113","2011-04-24T20:21:13Z",69.53,150.24,"110424_162138",90.7,84.7,3.45,1.55,1.91,5.92,0.904,2.363,-2.371,50,5.965,7.971,-132.744,-5.422,3.44,25.196,-21.41,"23.9","-12.2","5.1","FC",0.908,14,53,162.279,1235.032,"","",430945,NA,NA,"0-1",121250,448602,2,3,1,"162011","2011-04-24T20:20:11Z","R","6-2","R","Mark Reynolds called out on strikes.  ",NA,"Strikeout",NA,NA,NA,NA,NA,"Mark Reynolds","Mariano Rivera",NA,"2011_04_24"
"183","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",70,"gid_2011_04_24_nyamlb_balmlb_1","2358837","Foul Tip",NA,566,"S","162140","2011-04-24T20:21:40Z",89.27,148.51,"110424_162204",90.9,84.9,3.39,1.59,-5.02,4.39,-0.874,2.828,-2.627,50,6.004,6.364,-133.113,-3.842,-9.142,24.427,-24.108,"23.9","18.0","5.8","FF",0.98,11,52,228.577,1328.754,"","",430945,NA,NA,"1-1",121250,448602,2,3,1,"162011","2011-04-24T20:20:11Z","R","6-2","R","Mark Reynolds called out on strikes.  ",NA,"Strikeout",NA,NA,NA,NA,NA,"Mark Reynolds","Mariano Rivera",NA,"2011_04_24"
"184","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",70,"gid_2011_04_24_nyamlb_balmlb_1","2358838","Ball",NA,568,"B","162237","2011-04-24T20:22:37Z",76.39,186.51,"110424_162300",90.4,84.3,3.38,1.51,2.47,6.94,1.692,1.037,-2.061,50,5.95,8.97,-131.996,-9.064,4.397,26.079,-19.755,"23.9","-15.6","5.1","FC",0.9,14,27,160.505,1448.014,"","",430945,NA,NA,"1-2",121250,448602,2,3,1,"162011","2011-04-24T20:20:11Z","R","6-2","R","Mark Reynolds called out on strikes.  ",NA,"Strikeout",NA,NA,NA,NA,NA,"Mark Reynolds","Mariano Rivera",NA,"2011_04_24"
"185","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",70,"gid_2011_04_24_nyamlb_balmlb_1","2358839","Foul",NA,569,"S","162304","2011-04-24T20:23:04Z",109.87,152.83,"110424_162358",91,84.7,3.39,1.59,-4.75,3.43,-1.39,2.27,-2.459,50,5.862,4.455,-133.25,-4.585,-8.626,26.173,-25.876,"23.9","16.3","6.2","FF",0.981,13,20,233.865,1162.856,"","",430945,NA,NA,"2-2",121250,448602,2,3,1,"162011","2011-04-24T20:20:11Z","R","6-2","R","Mark Reynolds called out on strikes.  ",NA,"Strikeout",NA,NA,NA,NA,NA,"Mark Reynolds","Mariano Rivera",NA,"2011_04_24"
"186","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",70,"gid_2011_04_24_nyamlb_balmlb_1","2358841","Called Strike",NA,571,"S","162523","2011-04-24T20:25:23Z",119.31,141.61,"110424_162542",90.2,83.9,3.44,1.51,3.74,4.38,-1.364,2.485,-2.727,50,5.873,2.295,-132.25,-4.235,6.677,26.351,-24.283,"23.8","-15.8","5.9","FC",0.892,11,21,139.765,1133.951,"Mariano Rivera has his out pitch working today, recording 15 of his 22 strikeouts with it so far.","",430945,NA,NA,"2-2",121250,448602,2,3,1,"162011","2011-04-24T20:20:11Z","R","6-2","R","Mark Reynolds called out on strikes.  ",NA,"Strikeout",NA,NA,NA,NA,NA,"Mark Reynolds","Mariano Rivera",NA,"2011_04_24"
"187","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",72,"gid_2011_04_24_nyamlb_balmlb_1","2358849","Called Strike",NA,587,"S","163030","2011-04-24T20:30:30Z",87.55,154.56,"110424_163058",89.4,83.6,3.01,1.42,1.74,7.33,1.01,2.256,-2.258,50,5.945,7.895,-130.706,-5.872,3.057,23.716,-19.238,"23.9","-12.2","4.8","FC",0.907,12,62,166.706,1475.39,"","",430945,NA,NA,"0-0",121250,444844,0,1,2,"163018","2011-04-24T20:30:18Z","R","6-0","R","Jake Fox singles on a line drive to right fielder Nick Swisher.    Adam Jones to 2nd.  ",NA,"Single",NA,NA,NA,NA,NA,"Jake Fox","Mariano Rivera",NA,"2011_04_24"
"188","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_24/gid_2011_04_24_nyamlb_balmlb_1/inning/inning_all.xml","bottom",9,"Y",72,"gid_2011_04_24_nyamlb_balmlb_1","2358850","In play, no out",NA,588,"X","163109","2011-04-24T20:31:09Z",88.41,153.69,"110424_163121",89.7,84.1,3.31,1.57,1.98,7.09,0.768,2.022,-2.278,50,5.984,7.27,-131.235,-6.587,3.517,23.59,-19.541,"23.9","-12.8","4.8","FC",0.902,14,50,164.444,1449.669,"","",430945,NA,NA,"0-1",121250,444844,0,1,2,"163018","2011-04-24T20:30:18Z","R","6-0","R","Jake Fox singles on a line drive to right fielder Nick Swisher.    Adam Jones to 2nd.  ",NA,"Single",NA,NA,NA,NA,NA,"Jake Fox","Mariano Rivera",NA,"2011_04_24"
"189","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",70,"gid_2011_04_30_tormlb_nyamlb_1","2382555","Swinging Strike",NA,558,"S","185203","2011-04-30T22:52:03Z",90.13,153.69,"110430_185200",91.3,85,3.62,1.74,1.76,7.02,0.396,2.159,-2.053,50,5.858,5.881,-133.603,-6.152,3.209,26.222,-19.298,"23.9","-11.8","4.6","FC",0.907,9,55,166.007,1440.961,"","",NA,NA,NA,"0-0",121250,150040,1,2,2,"185156","2011-04-30T22:51:56Z","R","6-2","R","Jose Molina doubles (4) on a line drive to center fielder Curtis Granderson.  ",NA,"Double",NA,NA,NA,NA,NA,"Jose Molina","Mariano Rivera",NA,"2011_04_30"
"190","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",70,"gid_2011_04_30_tormlb_nyamlb_1","2382556","Swinging Strike",NA,559,"S","185227","2011-04-30T22:52:27Z",69.53,143.33,"110430_185224",91.6,84.9,3.62,1.74,1.28,8.99,1.02,2.623,-2.065,50,5.926,7.737,-134,-5.802,2.344,27.498,-15.668,"23.8","-12.9","3.8","FC",0.919,14,46,171.919,1804.99,"","",NA,NA,NA,"0-1",121250,150040,1,2,2,"185156","2011-04-30T22:51:56Z","R","6-2","R","Jose Molina doubles (4) on a line drive to center fielder Curtis Granderson.  ",NA,"Double",NA,NA,NA,NA,NA,"Jose Molina","Mariano Rivera",NA,"2011_04_30"
"191","http://gd2.mlb.com/components/game/mlb/year_2011/month_04/day_30/gid_2011_04_30_tormlb_nyamlb_1/inning/inning_all.xml","top",9,"N",70,"gid_2011_04_30_tormlb_nyamlb_1","2382557","Foul",NA,560,"S","185248","2011-04-30T22:52:48Z",63.52,156.29,"110430_185245",92.4,85.3,3.62,1.74,2,8.09,1.067,2.048,-1.96,50,5.835,7.385,-135.154,-6.892,3.693,29.491,-17.139,"23.8","-15.6","4.2","FC",0.916,14,56,166.201,1661.873,"","",NA,NA,NA,"0-2",121250,150040,1,2,2,"185156","2011-04-30T22:51:56Z","R","6-2","R","Jose Molina doubles (4) on a line drive to center fielder Curtis Granderson.  ",NA,"Double",NA,NA,NA,NA,NA,"Jose Molina","Mariano Rivera",NA,"2011_04_30"
